id,premium,vacancy_name,city,salary,salary_from,salary_to,currency,experience,schedule,employment,description,skills,employer,publish_date,vacancy_url,has_test
93320680,False,Middle Android-разработчик (в Офис),Санкт-Петербург,False,,,,От 1 года до 3 лет,Полный день,Полная занятость,"В Nord Clan мы занимаемся разработкой решений и алгоритмов машинного зрения, создаем высоконагруженные интеграционные проекты, личные кабинеты, системы дистанционного обслуживания для лидеров рынка. Нам доверяют ЦИАН, Банки.ру, Dostaевский, Wildberries, Naumen, Ренессанс, TuTu.ru и др. А еще, Nord Clan - это профессионалы своего дела, дружная команда, крутое руководство и постоянное развитие, входим в Реестр аккредитованных организаций, осуществляющих деятельность в области информационных технологий. (Важно: работа только из офиса Санкт-Петербурга!) Тебе к нам, если ты хочешь: -работать в компании профессионалов - универсалов, целеустремленных личностей, для которых результат всегда важнее процесса -работать среди людей, которые открыты твоим идеям -самому влиять на результаты своей работы и на развитие компании Требования:   Опыт коммерческой разработки Kotlin, Android SDK не менее 2 лет,   Знание шаблонов проектирования и умение их применять;   Опыт командной разработки.   В круг твоих обязанностей будет входить:   Проектирование архитектуры мобильного приложения и его компонентов;   Разработка нового функционала и поддержка текущего на Kotlin;   Разработка и поддержка в актуальном состоянии документации.   Будет плюсом:   Хорошие коммуникативные навыки, самостоятельность, инициативность   Знание английского языка на уровне В2;   Какие условия мы предлагаем:   Наша компания входит в реестр аккредитованных ИТ- организаций, наши сотрудники имеют соответствующие льготы и преимущества.  Официальное оформление и &quot;белая&quot; заработная плата, которая складывается из фиксированного оклада и премии за адаптацию каждого сотрудника; Работа 5/2, гибкое утро с 8 до 11:00, организованное рабочее место; Уютный офис на ст. метро Василеостровская, Уральская ул., д. 4. У нас есть плазма, диваны, пуфики, много пространства, кухня, вечеринки по пятницам. В бизнес-центре есть кафе для обедов и завтраков; Участие в корпоративных и спортивных мероприятиях за счет компании. У нас сложился коллектив, который круто работает и круто отдыхает; Внутреннее обучение, командная работа, обмен опытом с коллегами, оплата внешних обучений; Возможность расти вместе с компанией, проявлять инициативу, брать на себя больше ответственности.  При отклике оставьте, пожалуйста, свой ник в telegram. Будем рады ответить на ваши вопросы!","['Kotlin', 'Android', 'Dagger', 'Retrofit', 'Google Maps Api', 'JUnit']",Норд Клан,2024-03-06 08:32:31+03:00,https://hh.ru/vacancy/93320680,False
88493808,False,Разработчик Android,Пенза,False,,,,От 3 до 6 лет,Полный день,Полная занятость,"Мы создаем приложения для мобильных устройств. Над ними работает более 20 команд: core-команды базовых технологий, фича-команды, финансовые команды и другие. Мы пишем приложения с высокой степенью надежности и постоянно улучшаем производительность, чтобы миллионам клиентов было удобно. Мы ждем тех, кто вместе с нами будет улучшать работу приложений Тинькофф, создавать продукты без сбоев — легкие и удобные, которыми готовы пользоваться сами. Линейка наших продуктов объемная, но культура и процессы общие. Обязанности:   Разрабатывать и поддерживать новый функционал продукта Вместе с командой развивать архитектуру проекта Автоматизировать разработку и тестирование Проводить Code Review  Требования:  Занимались коммерческой разработкой больше 4 лет Умеете работать с Android Studio и активно используете Kotlin в повседневной разработке Умеете проектировать клиент-серверное взаимодействие Создаете кастомные UI-компоненты Знаете ООП и структуры данных Умеете работать с Git Знакомы с MVVM и MVI Знаете Gradle, опыт написания своих плагинов будет плюсом Понимание CI/CD и опыт его настройки добавит вам очков  Мы предлагаем:  Работу удаленно  Платформу обучения и развития Тинькофф Апгрейд. Курсы, тренинги, вебинары и базы знаний. Поддержка менторов и наставников, помощь в поиске точек роста и карьерном развитии   Заботу о здоровье. Оформим полис ДМС со стоматологией и страховку от несчастных случаев. Предложим льготное страхование вашим близким Компенсацию 50% затрат на спортивные занятия от стоимости абонемента  Достойную зарплату — обсудим ее на собеседовании ","['Android', 'Kotlin', 'Android SDK', 'Java']",Тинькофф,2024-02-20 05:53:31+03:00,https://hh.ru/vacancy/88493808,False
92964281,False,Junior+/Pre-Middle Android Разработчик Kotlin,Москва,True,80000.0,,RUB,Нет опыта,Полный день,Полная занятость,"amo | корпоративный мессенджер – это проект международной компании amoCRM. amoCRM уже более 10-ти лет на российском и международном рынке, сотни тысяч клиентов по всему миру. У нас есть офисы в России, Узбекистане, Европе, США и Латинской Америке. Каждый год мы проводим крупнейший бизнес-форум СНГ для предпринимателей малого и среднего бизнеса - АМОКОНФ, который посещают по ~12.000 зрителей оффлайн и ещё по ~20.000 зрителей в онлайн-трансляции. А “за кулисами”, amoCRM — это команда из 450-ти энергичных и смелых ребят, которым интересно делать свою работу и важно делать её хорошо. В нашем офисе мы создали такую атмосферу, в которой действительно хочется работать. Здесь тебя окружают технически сильные коллеги, готовые передать тебе свой опыт и знания. В нашей команде у тебя есть возможность действительно влиять на развитие продукта. Мы создаём все условия для твоего быстрого карьерного роста в нескольких направлениях, и с радостью поддержим тебя, если ты захочешь расти и развиваться. У нас реально из Junior-разработчика стать Middle-разработчиком за 6-10 месяцев, а за 8-12 месяцев стать тимлидом команды! Весной 2019-го года на нашей конференции АМОКОНФ мы презентовали новый продукт - amo | корпоративный мессенджер, получили положительную реакцию аудитории и большое количество заявок на бета-тестирование. Сейчас продукт уже открыт и активно развивается. amo - это мессенджер, предназначенный для общения внутри компании. Помимо распространённых функций мессенджеров у него есть особенные фичи, отличающие его от мессенджеров для личного общения. К примеру, боты для автоматизации внутренних процессов компании, функционал ролей и отделов, транскрибация голосовых сообщений и так далее. amo | корпоративный мессенджер — это высоконагруженный проект с микросервисной архитектурой и с современным стэком технологий. Ежедневно пользователи обмениваются сотнями тысяч сообщений. Android-проект практически полностью написан на Kotlin с небольшим количеством Java. Мы ищем Junior+ и Pre-Miidle Android-разработчиков с коммерческим опытом 3-12 месяцев, командных игроков, которых интересует рост в направлении тимлида команды Android-разработки. Ключевые факты о проекте:  основной стек: Kotlin, RxJava2, Room, Dagger2, Android SDK, SQLite; несколько ДЦ, работа active-active; часть балансировки на уровне клиента; собственный бинарный протокол поверх TCP; работа в оффлайн; отложенная синхронизация с сервером (написание сообщений, прочтение чатов); оффлайн-хранилище в SQLite базе данных (Room); внедрение уникальных и передовых функций мессенджера (эксклюзивно запатентованных) и решений в сфере UI/UX.  Что нужно делать:  проектировать и реализовывать новые фичи; дорабатывать, поддерживать и оптимизировать уже существующий функционал; участвовать в развитии продукта: от обсуждения задач до запуска их в production; проводить ревью чужого и своего кода; взаимодействовать с дизайнерами, разработчиками, менеджерами, тестировщиками и другими специалистами; постоянно развиваться, учиться, прокачивать свои знания и навыки.  Ты нам подходишь, если ты:  имеешь коммерческий опыт Android-разработки от 3-х месяцев; любишь Kotlin и умеешь на нём работать (структуры данных, data class, sealed class, extensions и т. д.); знаешь и использовал RxJava2; работал с базой данных и умеешь писать SQL-запросы (Room); разрабатывал мобильные приложения Android (знаешь Android SDK); имеешь опыт разработки многопоточных приложений; владеешь Git; не боишься ответственности, в перспективе 1-2 лет хотел бы стать тимлидом команды.  Условия работы:  работа в классном офисе в центре Москвы со всем необходимым для комфортной работы и отдыха (например, у нас есть терраса с видом на Кремль); сильная и талантливая команда, которая может многому научить и будет рада учиться у тебя; возможность быстрого карьерного и профессионального роста; рост зарплаты несколько раз в год, если ты делаешь успехи; бесплатные какао, чай, кофе, печенье в неограниченном количестве; 50% компенсация питания в офисе; никакого дресс-кода; неформальное общение на “ты” с любым сотрудником, включая основателей компании. ","['Kotlin', 'Android', 'SQLite', 'REST', 'Rx', 'Английский язык', 'Room', 'RxJava', 'Android SDK', 'Dagger2']",amoCRM,2024-03-07 15:52:32+03:00,https://hh.ru/vacancy/92964281,False
88728266,False,Lead Android developer,Ростов-на-Дону,False,,,,От 3 до 6 лет,Гибкий график,Полная занятость,"Центр разработки ПО компании Ростсельмаш - АгроЦифра. Мы делаем электронные опции для нашей сельскохозяйственной техники, такие как: автовождение, машинное зрение, системы управления режимами работы техники и процессами на борту. У нас большая команда настоящих профессионалов, которая в течение многих лет накапливает огромный опыт в создании реальных работающих продуктов для отрасли. Кроме того, мы являемся аккредитованной IT компанией. В настоящий момент мы взяли на себя амбициозную задачу по реализации абсолютно нового и масштабного проекта создания универсальной телематической платформы. Универсальная платформа – это высоконагруженная система, построенная по принципу микросервисной архитектуры, в которой будут реализованы инструменты контроля и управления различной техникой. Внутри платформы также предполагается реализовать систему межмашинного взаимодействия V2X и ГИС-систему, а также создать инструменты для внешних интеграций со сторонними сервисами агроменеджмента. Основное предназначение продукта – дать сельскохозяйственной отрасли эффективный инструмент управления агропредприятием, повысить эффективность использования ресурсов и упростить внутренние процессы. Сейчас мы собираем выделенную команду разработки и ищем для неё разработчика Android приложений. Чем предстоит заниматься:  Разрабатывать приложения на Android для промышленных планшетов и обычных мобильных устройств. Участвовать в выборе используемых технологий и компонентов ,в проработке ключевых элементов архитектуры приложений. Разрабатывать пользовательский интерфейс. Оптимизировать производительность работы приложения. Лидировать в команде из нескольких андроид-разработчиков. Участвовать в тестировании приложений Android на специализированных стендах и живых агромашинах (трактор, комбайн) в полевых условиях. Гибридный формат (удаленка и немного офиса) работы в Ростове-наДону!  Что мы ожидаем:  Опыта мобильной разработки Java/Kotlin в команде, в коммерческих проектах от 3 лет; Глубокого знания Android SDK и технических особенностей версий платформы Android; Знания REST и WebSocket; Опыта написания юнит-тестов; Опыт работы с системами контроля версий (Git); Опыта работы с инструментами командной разработки: Confluence, Jira.  Будет преимуществом:  Опыт реализации проектов по направлениям AgTech, ГИС, телематика, транспорт, автоматизация предприятия.  Условия: - для кандидатов из других регионов мы предлагаем релокацию в Ростов-на-Дону и гибридный график работы из этого города. - полный релокационный пакет (оплата переезда, квартиры ,поездок в домашний регион и пр.)","['Android SDK', 'REST', 'Android', 'WebSocket', 'AgTech', 'ГИС', 'Телематика', 'Git', 'Java', 'Kotlin']",Ростсельмаш,2024-02-15 10:41:15+03:00,https://hh.ru/vacancy/88728266,False
85616418,False,Android разработчик (Middle),Новосибирск,True,,260000.0,RUB,От 1 года до 3 лет,Полный день,Полная занятость,"В связи с расширением штата ищем сильного Android-разработчика, способного взять под крыло одно из технических направлений. Какие будут задачи:  Развивать Android приложения вместе с backend-разработчиками, аналитиками, дизайнерами и тестировщиками. Разрабатывать и поддерживать внутренние модули и библиотеки. Мы пишем архитектурные библиотеки для создания единой удобной архитектуры в наших проектах. Работать над улучшением перфоманса приложения. Настраивать и оптимизировать Devops процессы. Кросс ревью, менторство коллег.  Что мы ожидаем от тебя:  Уверенное знание Java, Kotlin, Android SDK. Глубокое понимание процесса проектирования приложений (принципы SOLID, DDD и т.д.). Знание основных шаблонов в Android разработке и способность эффективно применять всё это при решении задач. Опыт многопоточного программирования. Умение обнаруживать и решать concurrency проблемы. Теория алгоритмов и баз данных. Основные структуры данных. Базовые знания сетевых протоколов. (HTTP/HTTPS, WebSocket, UDP, TCP и др.) Опыт командной разработки. Полезным, но не обязательным будет управленческий опыт.  Будут плюсом ссылки на профили GitHub, StackOverflow, Хабр, а также на работы в Google Play. Кто мы? Мы — дружная команда, увлекающаяся автомобилями, спортом, лыжами и т. д. Работаем над интересными и уникальными проектами. Используем Scrum и Kanban. Постоянно учимся новому, обмениваемся опытом, помогаем друг другу в реализации задач. Мы работаем в БЦ Новая высота и на Демакова, 30. Большие светлые озелененные офисы. Уютная офисная кухня, на которой всегда есть кофе, фрукты и полный холодильник перекусов. Турник, спортивная стенка, кресло-мешки и многое другое. Мы ездим на конференции, смотрим в офисе вебинары, покупаем всю нужную литературу. Тебя ждет:   Работа в аккредитованной компании.   ДМС после успешного прохождения испытательного срока.   Официальное трудоустройство с первого дня работы и белая заработная плата.   Поддержка наставников, возможности для профессионального роста.   Гибкий график и плавающее начало рабочего дня (с 8 до 10 утра).   Развитие: мы ездим на конференции, смотрим вебинары, покупаем всю нужную литературу.   Уровень дохода, достойный твоей квалификации, определится по результатам собеседования и будет периодически расти.   Напиши нам о себе. Будем рады познакомиться!","['Java', 'Git', 'Android SDK', 'Android', 'ООП', 'MVC', 'Kotlin']",Дром,2024-03-04 14:37:10+03:00,https://hh.ru/vacancy/85616418,False
78525340,False,"Специалист по разработке мобильных приложений (IOS, Android)",Москва,False,,,,От 3 до 6 лет,Полный день,Полная занятость,"В компании &quot;Проектное Управление Строительными Контрактами&quot; открыта вакансия Специалиста по разработке мобильных приложений (IOS/Android). Обязанности:  Разработка/оптимизация мобильных приложений для существующих и новых систем; Разработка/оптимизация нативных приложений для новых систем; Сопровождение и документирование написанного кода; Проведение code review (по заданиям); Участие в разработке архитектуры новых проектов; Взаимодействие с аналитиками, тестировщиками, back-end разработчиками.  Требования:    Наличие высшего профессионального образования (техническое, математическое, инженерно-экономическое); Опыт с React Native/Flutter; Знание принципов ООП; Понимание принципов дизайна и проектирования мобильных приложений; Знание сетевых протоколов; Навыки работы с App Store и Google Play; Навыки работы с многопоточностью; Владение инструментами контроля версий и практиками совместной работы с кодом (Git); Навыки работы с багтреккинговыми системами (jira); Английский – чтение технической литературы; Практический опыт с Java/Kotlin для Android и Swift/Objective-C для iOS; Опыт создания мобильных SDK для встраивания в чужие приложения; Опыт работы с webrtc; Опыт работы с сокетами; Опыт работы с Kafka или другими системами обмена сообщениями.  Условия:    Официальное трудоустройство в соответствии с ТК РФ. Уровень заработной платы обсуждается с успешными кандидатами. График работы: пятидневная рабочая неделя, с 09:00 до 18:00. Возможность удаленного формата работы. +3 дня дополнительного отпуска (за ненормированный рабочий день). Корпоративная мобильная связь. Полис добровольного медицинского страхования (со стоматологией). Программа страхования от несчастных случаев. ",,Проектное Управление Строительными Контрактами,2024-02-16 11:25:19+03:00,https://hh.ru/vacancy/78525340,False
91620167,False,Android разработчик,Санкт-Петербург,False,,,,От 3 до 6 лет,Полный день,Полная занятость,"Мы разрабатываем официальное мобильное приложение Почты России – приложение, которое помогает миллионам клиентов отслеживать и отправлять посылки, получать уведомления о передвижении, заказывать доставку, вызывать курьера, сдавать без очереди и получать письма и посылки. Сейчас мы в поиске Android-разработчика в продуктовую команду. Чем предстоит заниматься:   Написание с нуля или развитие существующей архитектуры приложения   Разработка и развитие продукта на основе бэклога фич   Участие в обсуждении API и макетов совместно с дизайнерами и backend-разработчиками   Написание автотестов   Наш кандидат:   Знает Kotlin, MVI/MVVM, Android SDK   Опыт работы с Coroutines, androidx, View   Умеет работать с Git   Опыт разработки клиент-серверных приложений   Опыт работы с многомодульными приложениями   Имеет знание паттернов проектирования и понимания принципов SOLID, KISS, YAGN   Есть опыт работы в команде   Желательно опыт работы с JUnit, Espresso/Kaspresso   Желательно опыт разработки безопасных приложений Желательно опыт с GitLab CI/CD   Мы рады предложить:  Официальное трудоустройство по ТК РФ Работу в офисе или в гибридном формате Конкурентную зарплату и премию Льготную ИТ-ипотеку и другие преимущества для сотрудников, аккредитованных ИТ-компаний ДМС со стоматологией, страхование на время выезда за рубеж после трех месяцев работы Корпоративные скидки у компаний-партнеров: фитнес, ДМС для родственников Современный стек и продуктовый подход к разработке Поддержку со стороны внутренних комьюнити: Java, Frontend, iOS, Android, DevOps, Design, QA, .NET, Analytics, Agile, Python, 1C, Solution Architecture, Support, Project management ",,Почтатех,2024-02-13 12:37:47+03:00,https://hh.ru/vacancy/91620167,False
93072664,False,Android Developer (Middle),Санкт-Петербург,False,,,,От 1 года до 3 лет,Полный день,Полная занятость,"✈️ Купибилет уже 12 лет помогает людям путешествовать комфортно, безопасно и дёшево. Если ты драйвовый, инициативный и организованный — вэлком онборд!Возможно ты уже был нашим пользователем. Сейчас мы предлагаем стать частью команды Android. Над чем предстоит работать:  Мы ищем специалиста, который сможет активно участвовать в проектировании и развитии архитектуры наших приложений, обеспечивая их масштабируемость и гибкость. Мы стремимся к использованию современных технологий, поэтому ждем от кандидата опыт работы с Coroutines и Compose, а также готовность внедрять их в наши проекты. Кандидат должен быть готов решать сложные инфраструктурные задачи, связанные с процессом разработки и поддержки приложений. Наша команда постоянно работает над улучшением существующего кода, поэтому мы ожидаем от кандидата опыт в рефакторинге и умение повышать качество кода.  От тебя мы ожидаем:  Опыт коммерческой разработки более 2-х лет; Знание Kotlin и структур данных; Знание принципов ООП, SOLID и шаблонов проектирования; Опыт работы с многомодульной архитектурой; Знание Retrofit, Dagger 2, RxJava 2/Coroutines, Gson/Moshi; Знание библиотеки Jetpack; Опыт многопоточной разработки; Опыт разработки клиент-серверных приложений.  Будет плюсом:  Есть опыт работы с Flavors Есть опыт c Cicerone Понимание основ Domain Driven Design  Про условия работы:  Уютный офис-коворкинг в 5 минутах от метро пл. Ал. Невского; Всё официально: оформление по ТК РФ и зарплата «белая»; ДМС со стоматологией после испытательного срока; Компенсируем 30% от стоимости за покупку своей техники; Заплатим за обучение и конференции; Йога по утрам и инглиш спикинг-клаб по вечерам; Недушный коллектив, нестандартные тимбилдинги и отвязные корпоративы.  Мы ждём тебя в нашей дружной команде!","['Android', 'Retrofit', 'Dagger 2', 'RxJava 2', 'Room', 'Kotlin']",Купибилет,2024-03-07 13:13:42+03:00,https://hh.ru/vacancy/93072664,False
93453089,False,"Android Developer, удаленно РФ",Москва,True,220000.0,280000.0,RUB,От 3 до 6 лет,Полный день,Полная занятость,"Приветствуем всех соискателей! Наша команда разрабатывает и внедряет собственные B2B продукты более 10 лет. Среди клиентов крупнейшие российские компании: Роснефть, Газпром, Газпром Нефть, Почта России, Авиакомпания Россия. О проекте: Наша B2B платформа SafeMobile экономит айтишникам по всей России тысячи часов, автоматизируя рутинные операции по управлению мобильными устройствами – первоначальную настройку, доставку и обновление приложений и т.д. С помощью нашего продукта сотрудники могут комфортно и безопасно получать доступ к корпоративным ресурсам с личных устройств. Продукту больше 10 лет. Продукт коробочный и зрелый. Наши клиенты – крупнейшие российские компании: Сбербанк, Роснефть, Газпром нефть, Почта России, АК “Россия” и другие. Мы собираемся занять место ушедших из России продуктов VMware, IBM, Citrix и Microsoft и планируем выйти на международный рынок. Кого мы ищем? Приглашаем в команду Android разработчиков. Будем рады коллеге, которому важно создавать крутые современные продукты с заботой о конечном пользователе.Технический вызов – создать мобильное приложение для сотни тысяч пользователей по всей России! Что нужно делать:   Совместно с командой разрабатывать архитектуру приложения;   Участвовать в полном цикле разработки приложений;   Взаимодействовать с внутренними заказчиками;   Участвовать в выстроенном процессе code-review;   Писать и поддерживать существующие Unit тесты;   Работать над производительностью приложения и плавностью интерфейса;   При разработке уделять особое внимание надежности, стабильности и отказоустойчивости.   На грядущий год у нас запланировано много крупных бизнесовых фич. Нам предстоит столкнуться с рядом технических вызовов по созданию собственной инфраструктуры библиотек для переиспользования между продуктами компании;   Наши ожидания от кандидата:   Опыт коммерческой разработки на Kotlin под Android от 3-х лет;   Уверенно применяете Android SDK;   На “ты” с kotlin coroutines;   Использовали одну из библиотек dagger 2 / hilt / koin;   Отлично разбираетесь в clean architecture, MVVM / MVI;   Будет плюсом:   Опыт работы с мультимодульными проектам;   Опыт работы с WebRTC;   Умеете работать с CI/CD;   Опыт разработки single-activity приложений с использованием android navigation / cicerone.   Что мы для вас предлагаем:   Получить опыт разработки инновационного продукта. Создать то, чего еще не было на этом рынке;   Официальное трудоустройство по ТК РФ с первого рабочего дня в аккредитованную IT-компанию;   Преимущества работы в аккредитованной IT-компании – льготная ипотека;   Формат работы: гибрид / офис, удаленка на ваш выбор;   Наш офис класса “А” расположен в 5 минутах пешей доступности от м. Калужская, Москва.   Этапы интервью:1) HR - интервью (40 минут) 2) Техническое интервью с тимлидом команды андроид разработки (1,5 часа) 3) Финальное интервью - знакомство с командой (1 час) 4) Оффер в течение 1-3 дней после финала. Фидбэк придет всем кандидатам, вне зависимости от решения по резюме.Будем рады продолжить знакомство!    ","['Android SDK', 'Kotlin', 'Dagger 2', 'MVVM', 'Android', 'Hilt', 'Koin', 'Сoroutines', 'MVI', 'Сicerone']",Альянс Реал Эстейт,2024-03-05 11:52:35+03:00,https://hh.ru/vacancy/93453089,False
88081884,False,Разработчик Android,Красноярск,False,,,,От 3 до 6 лет,Полный день,Полная занятость,"Мы создаем мобильные приложения Тинькофф, постоянно повышаем их надежность и улучшаем производительность. Над приложениями работают более 20 команд. О многих вы наверняка слышали: это команды мобильного банка, Тинькофф Инвестиций, Тинькофф Бизнеса, Долями, Тинькофф Мобайла и многие другие. Как мы работаем:   проводим интенсивы для мидл-разработчиков, устраиваем внутренние митапы в неформальной обстановке;   наставники и менторы помогают молодым коллегам разбираться в процессах и профессионально расти;   не стесняемся активно выступать и писать статьи;   развиваем open-source-проекты.   Ждем вас, если вы готовы улучшать приложения и создавать легкие и удобные продукты, которыми пользуются миллионы клиентов. У нас много проектов, но культура и процессы — общие. Обязанности:   Разрабатывать и поддерживать новую функциональность продукта   Развивать архитектуру проекта вместе с командой   Автоматизировать разработку и тестирование   Требования:   Есть опыт коммерческой разработки от 3 лет   Умеете работать с Android Studio и активно используете Kotlin в повседневной разработке   Умеете проектировать клиент-серверное взаимодействие   Есть опыт создания кастомных UI-компонентов   Знаете ООП и структуры данных   Умеете работать с Git   Знаете MVVM и MVI   Знаете Gradle. Опыт написания своих плагинов будет плюсом   Понимаете CI/CD. Опыт его настройки будет плюсом   Мы предлагаем:  Работу удаленно Возможность работы в аккредитованной ИТ-компании  Платформу обучения и развития Тинькофф Апгрейд. Курсы, тренинги, вебинары и базы знаний. Поддержка менторов и наставников, помощь в поиске точек роста и карьерном развитии  Заботу о здоровье. Оформим полис ДМС со стоматологией и страховку от несчастных случаев. Предложим льготное страхование вашим близким  Линейку льготных тарифов на продукты Тинькофф   Частичную компенсацию затрат на спорт   Сервисы для поддержки сотрудника по психологическим, юридическим и финансовым вопросам   Три дополнительных дня отпуска в год   Достойную зарплату — обсудим ее на собеседовании  ","['Kotlin', 'Android SDK', 'Git', 'Android', 'ООП']",Тинькофф,2024-02-09 10:26:48+03:00,https://hh.ru/vacancy/88081884,False
93872367,False,Android Developer в команду Movika,Казань,False,,,,От 3 до 6 лет,Полный день,Полная занятость,"Мы разрабатываем IT-решения для создания, монетизации, экспорта и просмотра интерактивного видео, обеспечиваем авторов контента новым форматом повествования и самовыражения и выводим потребителей контента на новый уровень погружения, восприятия и вовлечения.Стек наших технологий: Architecture Сomponents, Navigation Сomponent, Coroutines, Room, RXJava 2 или Kotlin Flow, Kotlin Serialization, Retrofit, OkHttp, ExoPlayer. Ищем специалиста уровня не ниже middle, который не боится выходить за рамки роли ради достижения результата.Вам предстоит:  создавать новый продукт, связанный с обработкой видео; дорабатывать существующий SDK по воспроизведению интерактивных видео; проектировать и разрабатывать мобильные приложения для Android; писать для Smart TV; проектировать архитектуру, контролировать качество кода, осуществлять рефакторинг, писать тесты; создавать бизнес-логику и связывать её с бэкендом; участвовать в проектировании REST API; взаимодействовать с тестировщиками и разработчиками бэкенда.  У нас интересно, потому что вы будете работать с видео, плеерами, заниматься оптимизацией видео и аудио, наложением звука и картинок, а также создавать новые инструменты для взаимодействия с пользователями. Мы ожидаем, что вы:  разрабатывали коммерческие Android-приложения; создавали много клиент-серверных приложений и библиотек; уверенно владеете Kotlin; знаете средства многопоточности Android, Kotlin, Java; разбираетесь в основных паттернах проектирования.  Будет плюсом, если вы:  умеете писать unit-тесты, настраивать и поддерживать CI/CD; работали с RxJava, Jetpack Compose; разрабатывали под Android TV; создавали библиотеки.  Приглашаем специалиста, который сможет посещать офис в Казани, работать в комбинированном режиме или удалённо (в пределах РФ). Ждём ваших откликов. Удачи!",['Kotlin'],VK,2024-02-27 14:40:24+03:00,https://hh.ru/vacancy/93872367,False
